year,Base,Higher mortality,Lower interest,Higher benefit
18.583333333333332,11873.021958168054,-6330.523557434139,10155.333775301671,2968.255489542013
18.666666666666664,11953.01451066038,-6375.248731868606,10215.82862265012,2988.2536276650944
18.75,12033.32098167244,-6420.171879358838,10276.485004875613,3008.3302454181094
18.833333333333332,12113.942603129371,-6465.293876219597,10337.303353312673,3028.4856507823424
18.916666666666664,12194.88061179083,-6510.615602644602,10398.284100447592,3048.720152947707
19.0,12276.136249269939,-6556.1379427236925,10459.427679921499,3069.0340623174843
19.083333333333332,12357.710762052337,-6601.861784460066,10520.734526533433,3089.4276905130837
19.166666666666664,12439.605401515313,-6647.788019787615,10582.205076243454,3109.901350378828
19.25,12521.821423946994,-6693.917544588318,10643.839766175732,3130.4553559867477
19.333333333333332,12604.360090565606,-6740.2512587097135,10705.63903462165,3151.0900226414005
19.416666666666664,12687.222667538845,-6786.790065982458,10767.603321042936,3171.8056668847103
19.5,12770.410426003287,-6833.534874237958,10829.73306607478,3192.602606500821
19.583333333333332,12853.92464208388,-6880.4865953260705,10892.028711528958,3213.4811605209693
19.666666666666664,12937.76659691354,-6927.6461451329,10954.490700396991,3234.441649228384
19.75,13021.937576652788,-6975.014443598661,11017.11947685329,3255.484394163196
19.833333333333332,13106.43887250948,-7022.59241473562,11079.915486258298,3276.609718127369
19.916666666666664,13191.271780758625,-7070.380986646127,11142.879175161686,3297.8179451896553
20.0,13276.43760276227,-7118.381091540717,11206.01099130551,3319.1094006905664
20.083333333333332,13361.937644989443,-7166.593665756286,11269.311383627386,3340.4844112473597
20.166666666666664,13447.773219036222,-7215.019649774374,11332.780802263711,3361.9433047590546
20.25,13533.945641645845,-7263.659988239496,11396.419698552842,3383.4864104114604
20.333333333333332,13620.456234728894,-7312.515629977572,11460.228525038301,3405.114058682222
20.416666666666664,13707.306325383595,-7361.587528014442,11524.207735472019,3426.8265813458975
20.5,13794.497245916173,-7410.876639594453,11588.35778481754,3448.624311479042
20.583333333333332,13882.03033386127,-7460.383926199125,11652.679129253258,3470.507583465316
20.666666666666664,13969.90693200249,-7510.11035356592,11717.172226175675,3492.476733000621
20.75,14058.128388392986,-7560.056891707073,11781.837534202643,3514.5320970982452
20.833333333333332,14146.696056376128,-7610.224514928507,11846.675513176619,3536.6740140940306
20.916666666666664,14235.611294606284,-7660.614201848855,11911.68662416795,3558.9028236515696
21.0,14324.875467069656,-7711.226935418541,11976.871329478152,3581.2188667674127
21.083333333333332,14414.489943105189,-7762.063702938946,12042.23009264317,3603.622485776296
21.166666666666664,14504.456097425598,-7813.125496081685,12107.763378436714,3626.114024356398
21.25,14594.77531013845,-7864.413310907941,12173.471652873535,3648.693827534611
21.333333333333332,14685.448966767319,-7915.92814788789,12239.355383212749,3671.3622416918283
21.416666666666664,14776.478458273066,-7967.671011920232,12305.415037961162,3694.119614568265
21.5,14867.865181075167,-8019.642912351783,12371.651086876598,3716.9662952687904
21.583333333333332,14959.61053707312,-8071.844862997161,12438.064000971237,3739.9026342682787
21.666666666666664,15051.715933667972,-8124.277882158575,12504.65425251497,3762.9289834169917
21.75,15144.182783783905,-8176.942992645682,12571.422315038762,3786.045695945975
21.833333333333332,15237.012505889887,-8229.841221795532,12638.368663337997,3809.2531264724703
21.916666666666664,15330.206524021467,-8282.973601492622,12705.49377347588,3832.5516310053654
22.0,15423.7662678026,-8336.341168189017,12772.798122786817,3855.941566950649
22.083333333333332,15517.693172467574,-8389.944962924565,12840.28218987979,3879.423293116892
22.166666666666664,15611.988678883043,-8443.786031347212,12907.946454641786,3902.9971697207593
22.25,15706.65423357012,-8497.8654237334,12975.791398241197,3926.6635583925286
22.333333333333332,15801.691288726559,-8552.18419500854,13043.817503131237,3950.4228221816384
22.416666666666664,15897.101302249053,-8606.743404767612,13112.025253053383,3974.275325562262
22.5,15992.885737755589,-8661.544117295822,13180.415133040817,3998.221434438896
22.583333333333332,16089.046064607883,-8716.587401589357,13248.987629421856,4022.2615161519693
22.666666666666664,16185.58375793395,-8771.874331376253,13317.74322982343,4046.395939483486
22.75,16282.500298650719,-8827.405985137337,13386.68242317455,4070.6250746626783
22.833333333333332,16379.797173486737,-8883.183446127246,13455.805699709763,4094.949293371683
22.916666666666664,16477.475875005006,-8939.207802395586,13525.113550972661,4119.36896875125
23.0,16575.537901625856,-8995.480146808139,13594.606469819373,4143.884475406462
23.083333333333332,16673.984757649934,-9052.001577068182,13664.284950422052,4168.496189412482
23.166666666666664,16772.81795328129,-9108.773195737911,13734.149488272411,4193.204488320321
23.25,16872.03900465054,-9165.796110259938,13804.200580185241,4218.009751162634
23.333333333333332,16971.649433838113,-9223.071432978895,13874.438724301928,4242.912358459526
23.416666666666664,17071.650768897616,-9280.600281163137,13944.864420094018,4267.912692224402
23.5,17172.044543879278,-9338.383777026535,14015.478168366759,4293.011135969818
23.583333333333332,17272.83229885345,-9396.42304775036,14086.280471262651,4318.2080747133605
23.666666666666664,17374.015579934272,-9454.719225505287,14157.271832265042,4343.503894983566
23.75,17475.595939303374,-9513.273447473466,14228.452756201686,4368.898984825842
23.833333333333332,17577.574935233664,-9572.086855870704,14299.823749248339,4394.393733808414
23.916666666666664,17679.954132113275,-9631.16059796876,14371.385318932364,4419.988533028317
24.0,17782.735100469534,-9690.495826117713,14443.13797413634,4445.683775117382
24.083333333333332,17885.919416993056,-9750.09369776844,14515.082225101667,4471.479854248262
24.166666666666664,17989.508664561945,-9809.955375495203,14587.218583432214,4497.377166140484
24.25,18093.50443226607,-9870.082027018327,14659.547562097947,4523.376108066515
24.333333333333332,18197.908315431425,-9930.474825226962,14732.069675438568,4549.477078857854
24.416666666666664,18302.72191564463,-9991.134948201987,14804.785439167194,4575.680478911156
24.5,18407.94684077749,-10052.063579238975,14877.695370374007,4601.986710194371
24.583333333333332,18513.58470501164,-10113.261906871276,14950.799987529932,4628.396176252908
24.666666666666664,18619.637128863335,-10174.731124893207,15024.099810490334,4654.909282215832
24.75,18726.1057392083,-10236.472432383345,15097.59536049871,4681.526434802073
24.833333333333332,18832.99216930667,-10298.487033727895,15171.287160190388,4708.248042326666
24.916666666666664,18940.29805882808,-10360.77613864421,15245.175733596256,4735.074514707018
25.0,19048.025053876787,-10423.340962204376,15319.261606146483,4762.006263469195
25.083333333333332,19156.174807016923,-10486.18272485891,15393.545304674248,4789.043701754229
25.166666666666664,19264.748977297866,-10549.302652460581,15468.0273574195,4816.187244324465
25.25,19373.749230279685,-10612.701976288312,15542.70829403271,4843.4373075699195
25.333333333333332,19483.177238058666,-10676.381933071198,15617.588645578622,4870.794309514665
25.416666666666664,19593.034679292996,-10740.343765012638,15692.668944540057,4898.258669823247
25.5,19703.323239228495,-10804.588719814567,15767.949724821683,4925.830809807122
25.583333333333332,19814.044609724464,-10869.11805070178,15843.431521753802,4953.511152431114
25.666666666666664,19925.200489279658,-10933.933016446399,15919.114872096183,4981.300122319913
25.75,20036.79258305833,-10999.03488139242,15995.000314041858,5009.198145764581
25.833333333333332,20148.822602916378,-11064.42491548036,16071.088387220952,5037.205650729093
25.916666666666664,20261.292267427627,-11130.10439427206,16147.379632704531,5065.323066856905
26.0,20374.20330191018,-11196.07459897555,16223.874593008444,5093.550825477543
26.083333333333332,20487.557438452877,-11262.336816470035,16300.573812097167,5121.8893596132175
26.166666666666664,20601.356415941886,-11328.892339331012,16377.477835387697,5150.33910398547
26.25,20715.60198008737,-11395.742465855483,16454.587209753416,5178.9004950218405
26.333333333333332,20830.295883450246,-11462.888500087265,16531.90248352797,5207.57397086256
26.416666666666664,20945.43988546911,-11530.331751842452,16609.424206509193,5236.359971367276
26.5,21061.035752487198,-11598.073536734948,16687.152929963,5265.258938121798
26.583333333333332,21177.085257779476,-11666.11517620213,16765.089206627297,5294.271314444867
26.666666666666664,21293.59018157987,-11734.457997530642,16843.233590715943,5323.397545394966
26.75,21410.55231110857,-11803.10333388227,16921.586637922668,5352.638077777141
26.833333333333332,21527.973440599413,-11872.05252431995,17000.14890542502,5381.9933601498515
26.916666666666664,21645.855371327445,-11941.306913833896,17078.920951888344,5411.463842831859
27.0,21764.19991163655,-12010.867853367838,17157.903337469754,5441.049977909136
27.083333333333332,21883.00887696716,-12080.736699845356,17237.096623822094,5470.752219241788
27.166666666666664,22002.28408988414,-12150.914816196379,17316.50137409796,5500.571022471033
27.25,22122.02738010473,-12221.40357138375,17396.118152953688,5530.506845026181
27.333333333333332,22242.240584526608,-12292.204340429927,17475.947526553373,5560.56014613165
27.416666666666664,22362.92554725608,-12363.318504443832,17555.9900625729,5590.731386814018
27.5,22484.084119636373,-12434.747450647767,17636.246330203972,5621.021029909091
27.583333333333332,22605.718160276003,-12506.492572404475,17716.71690015816,5651.429540068999
27.666666666666664,22727.829535077337,-12578.55526924434,17797.402344670973,5681.957383769332
27.75,22850.42011726518,-12650.936946892674,17878.303237505912,5712.605029316293
27.833333333333332,22973.49178741551,-12723.63901729713,17959.420153958552,5743.372946853876
27.916666666666664,23097.046433484353,-12796.662898655264,18040.753670860642,5774.261608371086
28.0,23221.08595083673,-12870.010015442194,18122.304366584205,5805.27148770918
28.083333333333332,23345.61224227571,-12943.68179843837,18204.072821045636,5836.403060568926
28.166666666666664,23470.627218071648,-13017.679684757511,18286.059615709848,5867.65680451791
